10percentage,12percentage,CollegeTier,Degree,Specialization,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
72.0,70.0,2,B.Tech/B.E.,CS/IT,72.0,455,575,445,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.0464,0.5008,0.2366,-0.7603,-0.2875,400000
73.4,82.8,2,B.Tech/B.E.,ECE,74.28,345,450,370,0.0587928000083534,345,200,-1,-1,-1,446,-1,0.8463,1.0449,0.7785,0.5262,0.4805,285000
59.0,72.0,2,B.Tech/B.E.,CS/IT,72.0,475,375,315,0.165633091512476,305,-1,-1,-1,-1,-1,-1,-2.272,0.3448,-1.2148,1.23732999999999,-2.0648,450000
79.6,70.2,2,B.Tech/B.E.,ECE,77.94,555,645,750,0.655766942617211,435,-1,-1,-1,-1,366,-1,-1.4517,0.3789,0.3174,-0.995,-0.0943,525000
88.0,87.8,1,B.Tech/B.E.,ECE,76.3,660,495,590,0.824666400671332,475,400,-1,-1,-1,-1,-1,0.2718,0.3789,0.3174,-0.1076,0.2889,320000
88.0,69.0,2,B.Tech/B.E.,ECE,67.0,405,460,390,0.338786347219528,415,292,-1,-1,-1,-1,-1,0.8463,-1.7856,-0.1437,1.5404,-0.8608,320000
76.2,72.8,2,B.Tech/B.E.,CS/IT,78.0,445,495,585,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.2793,-1.3599,0.5323,-0.7615,700000
92.64,82.33,2,B.Tech/B.E.,CS/IT,86.6,475,485,595,0.884122511593735,535,-1,-1,-1,-1,-1,-1,1.0896,1.4368,0.0914,-0.4371,-0.1295,625000
76.7,85.5,2,B.Tech/B.E.,CS/IT,81.0,595,375,370,0.486747008438193,475,-1,376,-1,-1,-1,-1,-0.7335,0.0459,-0.1437,-0.4879,-0.8608,440000
83.0,81.0,2,B.Tech/B.E.,ECE,65.21,510,305,310,0.694479327708463,405,366,-1,-1,286,260,-1,-1.0208,-0.6201,-0.1437,1.4136,-0.0943,305000
75.2,73.8,2,MCA,CS/IT,64.5,615,665,535,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-2.5811,-0.0842,-1.5776,1.8249,-0.9194,440000
84.0,84.0,2,B.Tech/B.E.,ECE,78.0,490,480,525,-1.0,405,-1,-1,-1,-1,-1,-1,-0.0154,0.7119,0.1637,0.7798,-0.8608,550000
74.62,70.0,2,B.Tech/B.E.,CS/IT,75.0,515,435,375,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.8578,0.9688,1.1074,-0.349,0.8183,500000
91.2,70.0,2,B.Tech/B.E.,ECE,70.8,605,525,370,-1.0,-1,-1,-1,-1,-1,-1,-1,1.2772,1.3779,-0.6048,-0.7415,0.4805,515000
63.0,66.0,2,B.Tech/B.E.,CS/IT,61.3,465,575,545,0.342314899911815,365,-1,-1,-1,-1,-1,-1,0.2782,0.1888,-0.344,0.44423,-0.1295,440000
51.6,52.0,2,MCA,CS/IT,74.0,510,540,510,0.744758354008939,485,-1,438,-1,-1,-1,-1,-1.8825,0.3789,0.4711,0.7798,-0.4776,280000
82.1,72.1,2,B.Tech/B.E.,ECE,73.6,805,565,645,0.338786347219528,465,292,-1,-1,-1,-1,-1,-0.4463,-0.4536,-1.6807,0.3995,-1.244,510000
64.0,60.0,2,MCA,CS/IT,77.0,385,410,330,0.0800552813405495,355,-1,253,-1,-1,-1,-1,-0.8772,-0.1206,1.3933,0.3995,0.2889,355000
88.6,94.7,2,B.Tech/B.E.,CS/IT,75.4,465,570,520,0.911395278391328,635,-1,500,-1,-1,-1,-1,1.5644,1.2114,-0.7585,-2.136,-1.4356,600000
80.0,74.53,2,B.Tech/B.E.,EE,68.0,385,345,425,0.229481754911755,275,266,-1,-1,-1,-1,-1,-0.4173,0.3448,0.3817,-0.6428,0.9763,400000
63.33,68.15,2,B.Tech/B.E.,mechanical engineering,67.21,345,415,210,0.0329370177076901,-1,-1,-1,223,-1,-1,-1,0.7027,-0.4536,0.4711,0.7798,-0.4776,300000
87.4,83.4,2,B.Tech/B.E.,mechanical engineering,73.8,625,585,695,0.414337426422751,-1,-1,-1,366,-1,-1,-1,-0.3027,0.5454,0.4711,0.5262,0.8637,800000
73.0,58.0,2,B.Tech/B.E.,ECE,66.0,475,215,335,0.229481754911755,355,266,-1,393,-1,-1,-1,-2.272,-0.7993,-1.3599,0.5323,-2.1833,705000
60.2,60.8,2,B.Tech/B.E.,CS/IT,62.42,485,405,345,0.144789889482462,405,-1,284,-1,-1,-1,-1,1.1283,0.9688,0.9623,0.41483,0.0679,295000
72.0,71.6,2,B.Tech/B.E.,CS/IT,62.0,425,345,365,0.342314899911815,365,-1,-1,-1,-1,-1,-1,0.3555,0.5008,-0.344,-0.4078,-0.1295,380000
86.6,81.5,2,B.Tech/B.E.,EE,78.0,500,560,470,0.837620725714257,345,-1,-1,-1,500,-1,-1,0.7027,-0.4536,-1.2196,-0.8682,-0.8608,465000
82.87,60.42,2,B.Tech/B.E.,civil engineering,67.77,420,400,545,0.255778193719394,-1,-1,-1,-1,-1,-1,292,-0.4463,-1.1196,-0.9122,1.1601,-2.2021,500000
91.3,91.2,2,B.Tech/B.E.,ECE,70.0,520,605,855,0.229481754911755,315,266,407,-1,-1,393,-1,-0.0154,0.8784,-0.6048,-0.995,0.4805,550000
68.83,62.0,2,B.Tech/B.E.,CS/IT,73.2,290,385,405,0.842248322257836,385,-1,469,-1,-1,-1,-1,1.2772,0.7119,1.547,-0.1076,1.0554,420000
67.0,62.0,2,B.Tech/B.E.,CS/IT,71.0,520,305,355,0.0409993103614119,365,-1,223,-1,-1,-1,-1,-1.308,-0.2871,-0.2974,0.3995,-1.8189,510000
76.0,84.0,2,B.Tech/B.E.,CS/IT,64.0,544,535,485,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,-0.7794,1.3549,1.2923,725000
61.0,67.0,2,B.Tech/B.E.,CS/IT,79.0,455,460,510,0.899843843549198,544,-1,-1,-1,-1,-1,-1,-0.7335,-0.7866,0.7785,-1.3753,0.2889,350000
86.5,81.0,2,B.Tech/B.E.,ECE,79.0,554,495,575,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.3555,0.1888,0.0914,0.5323,0.8183,605000
87.0,79.9,2,B.Tech/B.E.,mechanical engineering,66.67,350,445,295,0.328746378624932,-1,-1,-1,346,-1,-1,-1,1.5644,-1.1196,0.4711,1.1601,0.4805,375000
87.0,90.6,2,B.Tech/B.E.,CS/IT,69.04,325,535,505,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.6646,0.1888,0.2366,0.0623,0.1864,690000
77.16,71.0,2,B.Tech/B.E.,CS/IT,72.22,685,545,525,0.974396112538398,615,-1,-1,-1,-1,-1,-1,-1.3447,0.8128,0.3817,-1.4653,0.8183,660000
71.2,85.5,2,B.Tech/B.E.,ECE,74.0,625,520,325,0.0587928000083534,335,200,-1,-1,-1,393,-1,-0.159,0.8784,0.3174,1.2869,0.8637,530000
83.8,63.4,2,B.Tech/B.E.,CS/IT,61.2,665,615,515,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.5008,-0.6343,-1.3478,-0.6035,1300000
86.5,93.5,2,B.Tech/B.E.,EE,77.8,525,495,475,0.684565067658204,-1,-1,223,-1,452,-1,-1,1.7081,0.8784,0.01,-1.3753,0.0973,390000
82.66,69.4,2,B.Tech/B.E.,CS/IT,72.0,710,665,510,0.23780283983757,435,-1,315,-1,-1,-1,-1,1.7081,1.7109,2.1617,-2.2627,0.8637,525000
86.5,69.16,2,B.Tech/B.E.,ECE,67.81,395,615,560,-1.0,325,-1,407,-1,-1,-1,-1,1.9953,1.7109,1.7007,-2.136,1.6302,500000
86.0,72.8,1,B.Tech/B.E.,EE,65.89,650,640,795,0.207392169717661,-1,260,376,-1,-1,-1,-1,-0.4463,0.0459,0.3174,-0.3612,-1.0524,525000
84.8,85.8,2,B.Tech/B.E.,EE,67.0,475,605,605,0.229481754911755,425,266,-1,-1,-1,-1,-1,0.0464,-0.1232,-1.0697,1.0024,-0.2875,380000
75.0,60.4,2,B.Tech/B.E.,EE,72.0,350,445,510,0.557389505646088,-1,324,-1,-1,420,-1,-1,-0.5116,-1.6191,-0.7585,-0.1076,-0.2511,320000
87.0,68.0,2,B.Tech/B.E.,ECE,69.0,475,535,765,0.338786347219528,305,292,-1,-1,-1,-1,-1,1.8517,-1.6191,-1.3733,-1.2486,1.0554,475000
64.0,63.33,2,M.Tech./M.E.,Others,71.0,415,545,524,-1.0,-1,-1,-1,-1,-1,-1,-1,1.8517,0.2124,2.1617,-2.0092,-0.2859,240000
74.0,76.6,2,B.Tech/B.E.,mechanical engineering,73.6,475,575,615,0.958682016566051,-1,-1,-1,538,-1,-1,-1,-0.5719,1.2028,-0.8157,0.41483,-0.2875,610000
76.96,70.0,2,B.Tech/B.E.,ECE,70.0,350,240,210,0.112139438207403,315,228,-1,-1,-1,-1,-1,0.99,-0.9531,1.0859,0.5262,-0.0943,300000
84.5,85.0,2,B.Tech/B.E.,CS/IT,72.3,615,530,475,0.842248322257836,525,-1,469,-1,-1,-1,-1,-0.5899,-0.7866,-1.2196,0.9066,-0.8608,550000
68.6,62.6,2,MCA,CS/IT,74.95,325,435,340,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.3027,-1.4526,-0.2974,1.6672,0.8637,250000
92.3,95.0,2,B.Tech/B.E.,ECE,80.0,465,570,680,0.694479327708463,485,366,-1,-1,-1,-1,-1,1.1336,1.5293,0.3034,-1.8824,0.9404,685000
90.6,78.0,1,B.Tech/B.E.,ECE,62.0,710,565,690,0.338786347219528,395,292,-1,-1,-1,-1,-1,-1.0208,0.3789,-1.2196,-0.995,-0.0943,440000
68.0,72.0,2,B.Tech/B.E.,CS/IT,70.0,440,425,415,0.622642915849938,455,-1,407,-1,-1,-1,-1,-0.5899,-0.6201,0.1637,0.1459,-0.6692,500000
83.6,90.2,2,B.Tech/B.E.,ECE,69.3,405,480,665,0.649389714846691,345,356,-1,-1,-1,-1,-1,0.5591,-1.1196,-0.9122,-1.5021,-0.6692,530000
64.0,61.0,2,B.Tech/B.E.,CS/IT,72.0,345,335,275,0.245455659999829,335,-1,-1,-1,-1,-1,-1,-0.4173,0.3448,-0.1988,0.17983,-0.0506,300000
78.0,53.0,2,B.Tech/B.E.,CS/IT,65.0,475,485,525,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.6646,0.8128,-0.344,-0.2902,0.1864,475000
86.0,82.83,2,B.Tech/B.E.,CS/IT,68.5,455,305,595,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.2828,1.2808,0.0914,0.1798,0.6603,745000
67.0,78.0,2,B.Tech/B.E.,CS/IT,80.0,450,545,515,0.998876108102859,585,-1,653,-1,-1,-1,-1,-1.8083,-2.4243,-2.0131,-0.0552,-2.9731,320000
87.4,86.6,2,B.Tech/B.E.,EE,78.4,485,475,620,0.824666400671332,505,400,-1,-1,-1,-1,-1,-0.0154,1.2114,1.0859,-1.2486,0.2889,375000
71.13,66.0,2,B.Tech/B.E.,ECE,77.7,345,495,575,0.985461394326131,-1,500,-1,-1,-1,-1,-1,0.8463,0.0459,1.0859,0.2727,1.6302,320000
81.4,74.4,2,B.Tech/B.E.,Others,84.0,560,565,455,0.965327157739783,405,-1,-1,-1,-1,-1,-1,-0.4463,0.3789,0.7785,0.2727,-0.6692,400000
55.0,68.0,2,B.Tech/B.E.,CS/IT,59.0,475,415,435,0.486747008438193,385,-1,376,-1,-1,-1,-1,-0.7651,0.0328,0.0914,1.4136,0.0284,380000
88.33,85.2,2,B.Tech/B.E.,CS/IT,88.3,585,575,605,0.960903087163164,595,-1,-1,-1,-1,-1,-1,-1.4606,-1.8393,-1.6502,0.2679,-1.8673,595000
91.6,82.4,1,B.Tech/B.E.,Others,81.9,615,605,725,0.945134855960355,-1,-1,-1,526,-1,-1,-1,-1.1644,-0.7866,-1.2196,0.653,-1.6273,800000
80.6,80.7,2,B.Tech/B.E.,ECE,72.5,625,525,635,0.493596387301038,435,324,-1,-1,-1,-1,-1,0.8463,0.8784,1.7007,-0.4879,0.0973,600000
76.6,82.2,2,B.Tech/B.E.,CS/IT,72.0,520,610,705,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-1.0208,-0.2871,-0.9122,0.0192,-2.0105,540000
76.0,73.0,2,B.Tech/B.E.,ECE,64.0,464,405,524,0.229481754911755,405,266,-1,-1,-1,366,-1,-0.0696,0.5008,-0.6343,-0.26087,-0.9194,400000
62.0,71.0,2,B.Tech/B.E.,CS/IT,67.0,425,385,435,0.819416529835888,505,-1,-1,-1,-1,-1,-1,1.7465,1.5928,0.8171,-0.4078,0.6603,380000
53.0,62.0,2,B.Tech/B.E.,ECE,69.0,500,360,330,0.649389714846691,-1,356,-1,-1,-1,-1,-1,-0.159,-0.1206,0.4711,0.7798,0.6721,345000
82.0,79.6,2,B.Tech/B.E.,ECE,68.0,350,520,450,0.783303536670298,295,388,-1,-1,-1,-1,-1,-0.5899,0.5454,0.1637,1.1601,1.247,405000
87.7,88.5,2,B.Tech/B.E.,CS/IT,85.9,695,545,560,0.968237495890543,605,-1,-1,-1,-1,-1,-1,-0.7335,0.7119,0.9322,-0.6147,1.0554,610000
78.8,70.4,2,B.Tech/B.E.,ECE,73.0,465,510,370,0.649389714846691,-1,356,-1,-1,-1,393,-1,1.7081,0.3789,0.7785,-2.136,0.6721,350000
88.88,71.0,2,B.Tech/B.E.,ECE,87.0,365,475,485,0.824666400671332,-1,400,-1,-1,-1,-1,-1,1.4374,1.4368,-0.598,-1.7004,0.1864,360000
94.4,94.16,2,B.Tech/B.E.,mechanical engineering,87.2,495,585,585,0.995613796625388,-1,-1,-1,616,-1,-1,-1,-0.3014,0.3448,-0.344,-0.43717,0.3444,695000
69.0,61.3,2,B.Tech/B.E.,ECE,69.0,430,425,295,0.338786347219528,175,292,-1,-1,-1,-1,-1,0.1282,0.5454,-0.6048,0.0192,-1.0524,450000
73.8,55.8,2,B.Tech/B.E.,EE,54.0,395,405,445,0.376059586651545,-1,300,-1,-1,-1,286,-1,-3.5085,-1.9953,-0.7794,0.2973,-1.3934,800000
67.0,81.0,2,B.Tech/B.E.,ECE,60.38,545,455,515,0.229481754911755,455,266,-1,-1,-1,366,-1,-0.5719,-0.7473,-0.1988,0.0623,-1.3934,560000
82.25,83.6,2,B.Tech/B.E.,ECE,82.9,440,680,665,0.493596387301038,-1,324,-1,-1,-1,393,-1,1.1336,1.2114,0.1637,-2.136,1.247,425000
84.0,78.8,1,B.Tech/B.E.,CS/IT,67.27,700,640,510,0.996744486852253,675,-1,623,-1,-1,-1,-1,0.8463,0.5454,1.2396,-0.7415,1.0554,650000
84.0,77.0,2,B.Tech/B.E.,CS/IT,77.6,605,475,325,0.413838255788123,385,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,0.1637,-0.3612,0.0973,350000
72.0,69.8,2,B.Tech/B.E.,CS/IT,67.84,420,385,440,0.23780283983757,395,-1,315,-1,-1,-1,-1,0.5591,0.3789,0.9322,-0.7415,-0.0943,350000
60.0,63.0,2,B.Tech/B.E.,EE,54.0,425,205,325,0.0081547752353218,-1,133,-1,-1,-1,-1,-1,-0.5719,-1.2543,0.163999999999999,1.11982999999999,-1.3934,405000
69.83,53.85,2,B.Tech/B.E.,CS/IT,66.88,450,410,400,0.377551419424541,375,-1,-1,-1,-1,-1,-1,-0.159,0.0459,0.01,0.2727,0.4805,380000
78.83,80.5,1,B.Tech/B.E.,ECE,69.1,595,520,605,0.649389714846691,475,356,-1,-1,-1,-1,-1,-0.4463,0.5454,1.3933,-0.7415,0.8637,500000
87.33,89.0,2,B.Tech/B.E.,CS/IT,75.4,525,415,475,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.8192,0.5008,0.8171,-0.4078,0.1864,760000
88.5,85.4,2,B.Tech/B.E.,ECE,93.6,505,605,675,0.960603251997053,-1,466,-1,-1,-1,340,-1,-0.4173,0.6568,-0.9245,-0.4078,0.8183,855000
68.14,61.7,2,B.Tech/B.E.,CS/IT,70.4,520,575,485,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.0154,0.2124,0.4711,0.1459,0.6721,390000
75.2,73.4,2,B.Tech/B.E.,CS/IT,72.4,505,575,615,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.9629,-1.0593,-0.7794,0.7673,-0.6035,415000
87.0,92.0,2,B.Tech/B.E.,ECE,78.0,590,545,705,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.2718,0.3789,-0.7585,-0.6147,0.0973,700000
62.13,74.0,2,B.Tech/B.E.,CS/IT,65.6,475,610,415,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.99,-0.2871,-0.2974,0.5262,-2.3937,295000
87.0,96.6,2,B.Tech/B.E.,ECE,80.14,415,425,675,0.0587928000083534,395,200,-1,-1,-1,366,-1,1.59199999999999,1.5538,-1.5776,-0.8778,-0.9194,525000
82.0,82.0,2,B.Tech/B.E.,EE,80.7,505,565,545,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-1.1901,-0.7863,0.0552,1.7074,-1.0774,250000
71.0,75.0,2,B.Tech/B.E.,EE,65.0,415,555,435,0.376059586651545,335,300,-1,-1,-1,-1,-1,0.6646,-1.0593,0.2366,-1.1128,0.6603,760000
72.36,80.83,2,B.Tech/B.E.,ECE,63.0,370,460,340,0.538386892985096,455,333,-1,-1,-1,-1,-1,-0.159,-0.6201,-0.2974,-1.1218,0.0973,430000
78.08,62.5,2,MCA,CS/IT,84.3,405,545,365,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.6646,0.8128,-0.9245,-1.3478,0.4234,615000
90.0,93.0,2,B.Tech/B.E.,ECE,77.3,415,410,535,0.881620069530177,325,420,-1,-1,-1,-1,-1,-0.3027,0.8784,0.9322,0.7798,-0.0943,300000
65.0,71.25,2,B.Tech/B.E.,EE,76.0,370,480,645,0.984661887783942,-1,-1,-1,-1,612,-1,-1,-0.159,0.0459,0.7785,0.0192,0.2889,415000
63.0,69.32,2,B.Tech/B.E.,CS/IT,71.0,335,350,345,0.0800552813405495,355,-1,253,-1,-1,-1,-1,1.1336,1.2114,0.6248,-1.2486,1.247,380000
81.0,79.0,2,B.Tech/B.E.,ECE,70.02,570,585,470,0.824666400671332,455,400,-1,-1,-1,-1,-1,-1.0208,0.0459,1.547,0.3995,0.8637,575000
80.63,72.4,2,B.Tech/B.E.,CS/IT,73.3,325,485,515,0.308400582860308,355,-1,-1,-1,-1,-1,-1,-0.3027,1.0449,1.547,1.6672,-0.2859,580000
68.2,76.4,1,B.Tech/B.E.,ECE,69.0,650,445,475,0.649389714846691,435,356,407,-1,-1,-1,-1,-1.1644,0.2124,-0.2974,0.0192,-1.0524,380000
57.0,55.0,2,MCA,CS/IT,60.0,395,270,295,-1.0,-1,-1,-1,-1,-1,-1,-1,0.8463,1.0449,-1.2196,0.7798,-0.0943,295000
82.0,86.0,2,B.Tech/B.E.,CS/IT,81.0,405,375,585,0.704090412131314,465,-1,-1,-1,-1,-1,-1,1.59199999999999,1.5928,1.2525,-1.1128,-0.6035,320000
78.0,70.0,1,B.Tech/B.E.,EE,62.0,555,645,635,0.336185066042399,325,-1,-1,-1,366,-1,-1,1.1336,1.5444,1.8543,-1.7556,0.0973,525000
68.8,68.7,2,B.Tech/B.E.,ECE,67.0,545,485,505,0.229481754911755,355,266,-1,-1,-1,-1,-1,0.51,0.8128,0.5269,1.0024,-0.4455,440000
70.0,61.0,2,B.Tech/B.E.,CS/IT,67.6,605,580,655,0.356536487724475,-1,-1,346,-1,-1,-1,-1,1.5644,0.8784,1.2396,-2.643,0.0973,310000
83.83,79.83,2,B.Tech/B.E.,CS/IT,72.16,475,465,565,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.9629,0.1498,0.925999999999999,0.53233,-0.4455,590000
92.2,88.6,2,B.Tech/B.E.,EE,74.2,580,655,705,0.557389505646088,415,-1,-1,-1,420,-1,-1,0.5591,0.0459,0.3174,-0.8682,-0.0943,650000
69.33,63.0,1,MCA,CS/IT,85.2,585,585,635,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.0464,0.9688,0.3817,-1.3478,-0.2875,900000
78.5,82.0,2,MCA,CS/IT,77.0,425,425,435,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.8192,-0.4353,0.8171,-0.4078,0.0284,560000
73.5,81.0,2,B.Tech/B.E.,ECE,73.8,415,445,615,0.376059586651545,155,300,-1,-1,-1,286,-1,-1.1901,0.9688,0.3817,0.0623,0.8183,530000
91.53,71.17,1,B.Tech/B.E.,mechanical engineering,60.7,545,615,820,0.59828069148683,-1,-1,315,407,-1,-1,-1,0.5591,1.0449,-0.2974,-1.6289,0.6721,410000
76.5,69.0,1,MCA,CS/IT,64.2,635,585,665,0.356536487724475,505,-1,346,-1,-1,-1,-1,1.5644,0.0459,1.2396,-1.2486,0.4805,500000
82.8,80.4,1,B.Tech/B.E.,EIE,80.7,475,545,585,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-0.1082,-1.2153,-1.3599,-0.6428,-0.1295,635000
75.4,68.8,2,B.Tech/B.E.,CS/IT,79.0,440,565,430,0.356536487724475,255,-1,346,-1,-1,-1,-1,1.7081,0.7119,1.2396,-1.8824,-0.2859,515000
78.0,82.0,2,B.Tech/B.E.,EIE,61.0,405,465,425,0.0233121682429863,345,166,-1,-1,-1,-1,-1,0.2009,0.8128,-0.344,-0.5253,0.6603,250000
67.5,63.6,2,B.Tech/B.E.,CS/IT,61.65,545,425,605,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-0.0537,-0.0552,0.1864,380000
90.0,74.0,2,B.Tech/B.E.,ECE,75.0,520,545,450,0.649389714846691,455,356,-1,-1,-1,-1,-1,0.4155,1.0449,-0.1437,-1.2486,-0.4776,505000
80.5,95.0,2,B.Tech/B.E.,mechanical engineering,77.37,505,615,625,0.273500330399518,-1,-1,-1,332,-1,-1,-1,0.8192,1.5928,0.672,3.235,-0.8799,750000
69.2,71.2,2,B.Tech/B.E.,ECE,67.46,425,535,555,0.376059586651545,-1,300,-1,-1,-1,340,-1,-1.6538,1.1248,0.8171,-0.0552,-0.406,500000
77.4,72.48,2,B.Tech/B.E.,CS/IT,54.75,415,475,455,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-0.5719,-0.5913,-0.7794,-0.5253,0.3444,420000
81.9,72.0,2,B.Tech/B.E.,CS/IT,71.9,465,415,485,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.308,-0.4536,0.01,0.1459,-1.0524,525000
82.7,91.0,2,B.Tech/B.E.,CS/IT,73.0,490,435,560,0.0800552813405495,425,-1,253,-1,-1,-1,-1,0.4155,1.2114,0.4711,-0.4879,0.2889,520000
71.0,62.0,2,B.Tech/B.E.,CS/IT,73.0,570,495,595,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.5899,-0.4536,-0.6048,0.9066,-0.4776,545000
90.0,93.0,2,B.Tech/B.E.,CS/IT,83.7,425,515,395,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.3555,-0.2793,0.2366,1.4724,0.5419,315000
91.3,88.9,2,B.Tech/B.E.,CS/IT,74.86,525,545,560,0.486747008438193,455,-1,376,-1,-1,-1,-1,-1.0208,0.7119,0.4711,-0.2344,0.2889,380000
82.0,70.16,2,B.Tech/B.E.,CS/IT,85.8,415,245,485,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-2.1175,-2.9314,-2.2308,-0.8778,-3.9605,560000
70.2,55.0,2,MCA,CS/IT,87.0,425,485,345,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-0.7264,-1.0593,-1.0697,0.7673,-2.3017,510000
59.3,60.4,2,B.Tech/B.E.,CS/IT,67.1,495,635,405,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.4374,0.5008,1.3977,0.2973,-0.2875,635000
78.0,76.6,1,B.Tech/B.E.,CS/IT,75.0,590,555,545,0.911395278391328,525,-1,500,-1,-1,-1,-1,-0.159,-0.2871,0.01,-0.6147,0.2889,525000
82.0,69.4,2,B.Tech/B.E.,CS/IT,71.8,645,595,655,0.953899775079926,635,-1,530,-1,-1,-1,-1,0.1282,0.5454,-1.3733,-1.2486,0.6721,520000
73.2,57.6,2,B.Tech/B.E.,EIE,68.2,475,505,375,0.622642915849938,-1,-1,407,-1,-1,-1,-1,-0.0154,0.5454,0.7785,-1.5021,-1.0524,405000
83.75,74.8,2,B.Tech/B.E.,ECE,75.9,660,630,680,0.77657832422745,-1,-1,-1,-1,-1,393,-1,-0.8772,-0.2871,-2.1418,0.2727,-0.6692,525000
94.24,89.67,2,B.Tech/B.E.,CS/IT,78.24,555,495,465,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-0.4173,0.9688,0.5269,1.2374,0.1864,800000
73.8,92.9,2,B.Tech/B.E.,mechanical engineering,71.9,545,520,545,0.206710618336758,325,-1,-1,313,-1,-1,-1,0.5591,1.0449,1.2396,-0.8682,0.0973,545000
71.84,66.83,2,B.Tech/B.E.,CS/IT,70.35,640,615,585,0.974396112538398,615,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.9122,1.0333,-0.0943,525000
82.0,91.9,2,B.Tech/B.E.,mechanical engineering,63.0,495,505,625,0.925140311588387,-1,-1,-1,512,-1,-1,-1,0.3555,0.3002,-0.824,-0.99527,-0.1295,455000
56.5,56.8,1,MCA,CS/IT,79.29,370,525,545,0.960903087163164,595,-1,-1,-1,-1,-1,-1,-0.7335,-0.9531,-1.6807,0.3995,-1.0524,300000
67.0,60.44,2,B.Tech/B.E.,CS/IT,72.0,455,455,380,0.23780283983757,455,-1,315,-1,-1,-1,-1,1.5644,1.5444,0.7785,0.1459,0.8637,385000
82.0,65.0,2,MCA,CS/IT,66.39,515,585,535,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-0.5719,1.1248,0.8171,-0.9953,0.1864,500000
56.0,58.4,2,B.Tech/B.E.,CS/IT,55.0,404,285,385,0.165633091512476,305,-1,-1,-1,-1,-1,-1,-1.9629,-1.2543,-0.2714,0.0623,-0.2875,390000
75.0,56.0,2,B.Tech/B.E.,EE,72.0,465,365,475,0.229481754911755,-1,266,-1,-1,-1,-1,-1,0.9737,0.2668,-1.7954,-1.4653,-0.2875,320000
87.68,75.0,2,B.Tech/B.E.,EE,69.0,415,425,280,-1.0,435,-1,346,-1,-1,-1,-1,0.2718,-0.4536,0.7785,-2.5163,-0.2859,400000
74.0,78.0,2,B.Tech/B.E.,CS/IT,75.0,415,545,510,0.486747008438193,335,-1,376,-1,-1,-1,-1,1.2772,1.2114,0.01,-1.1218,0.4805,380000
76.18,86.33,2,B.Tech/B.E.,CS/IT,73.46,485,545,385,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.3555,1.2808,0.2366,1.3549,1.2923,370000
76.0,71.0,2,B.Tech/B.E.,CS/IT,70.0,345,475,625,0.342314899911815,365,-1,-1,-1,-1,-1,-1,0.3555,1.2808,1.3977,-0.9953,-0.2875,570000
79.68,65.83,2,B.Tech/B.E.,mechanical engineering,79.4,435,554,515,0.490636955889964,-1,-1,-1,383,-1,-1,-1,-1.8083,-0.9033,-1.0697,0.2973,-0.406,355000
78.72,69.88,2,B.Tech/B.E.,CS/IT,70.42,450,410,320,0.744758354008939,445,-1,438,-1,-1,-1,-1,-0.159,0.0459,-0.4511,-0.3612,-0.0943,400000
